,Unnamed: 0,Id,Date Created,Number of Likes,Source of Tweet,Tweet,Followers,Following,Retweet Count,bot_or_nah
480,88,SaadaanT,2023-02-11 02:44:08+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,12,5,10,1
482,90,rubenrpduarte,2023-02-11 02:43:46+00:00,0,Twitter for iPhone,RT @igorsushko: CNN in #Portugal. Misspelled Zelensky's name and labeled him President of #Russia. https://t.co/ZYdDbHnVFp,5,122,66,1
484,92,pilthon666,2023-02-11 02:43:44+00:00,0,Twitter for Android,RT @JasonMBrodsky: Mind boggling. A military attaché from #Ukraine in #Iran attended the anniversary of Islamic Revolution ceremony this we…,46,106,45,1
487,95,SaadaanT,2023-02-11 02:43:08+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",12,5,27,1
495,5,Santin16Giorgio,2023-02-11 02:57:38+00:00,0,Twitter Web App,"@sandumaiamd Not ony #Russia, but Putin's little helpers #Iran regime and its friend #Armenia, who is trying to hel… https://t.co/6G4bVeejel",3,12,0,1
502,12,OlehOstrowsky,2023-02-11 02:56:23+00:00,0,Twitter for Android,RT @lesiavasylenko: 61/71 missiles #russia launched were downed by #Ukraine air defence. 6 infrastructure targets hit nonetheless. We need…,22,14,110,1
503,13,tatersngravy_71,2023-02-11 02:56:05+00:00,0,Twitter for iPhone,#Douche Nozzle and Simpleton #NYPrepper @nyprepper1 offers dumbed down “analysis” of the war. Kisses @newsklw Ass… https://t.co/MMRCvmJnRe,17,52,0,1
506,16,LaylaGorka,2023-02-11 02:55:55+00:00,0,Twitter for iPad,"RT @nexta_tv: The #US President to visit #Poland on February 20-22, White House says

Earlier, Polish authorities said they had sent Joe Bi…",28,42,44,1
507,17,MAMARTINEZNica,2023-02-11 02:55:53+00:00,0,Twitter Web App,"RT @MAMARTINEZNica: CAUSA ADMIRACIÓN DETERMINACIÓN DE #RUSSIA 

https://t.co/MDVPdybqnw

#Spain #Portugal #France #Germany #Netherlands #Be…",40,18,1,1
511,21,Santin16Giorgio,2023-02-11 02:55:25+00:00,0,Twitter Web App,"@RaufHabibov @sandumaiamd @EmmanuelMacron @NATO Macron's favorite courtesan #Armenia is #Iran regime's friend, who… https://t.co/2Zv98il0F3",3,12,0,1
523,33,JohnnyL55189795,2023-02-11 02:53:58+00:00,1,Twitter Web App,"@Paul69405499 @medialens @GeorgeMonbiot #Russia forced the Warsaw Pact on countries that didn't want it, which is w… https://t.co/fL4DitVMVc",61,12,0,1
530,40,ahlbaytrevive,2023-02-11 02:53:12+00:00,0,Twitter for iPhone,@richimedhurst #War monger #Putin: for someone who doesn't want a war he's been pretty busy. First there was… https://t.co/e8dTm1SSW8,19,26,0,1
533,43,GhoulPanza,2023-02-11 02:51:33+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",3,30,27,1
535,45,planetaosasco,2023-02-11 02:51:18+00:00,0,PlanetaOsasco,EUA afirmam que vão concluir destruição de seu arsenal de armas químicas até junho - https://t.co/8vmPeoVJxQ #brasil #EUA #Rússia,1202,7,0,1
536,46,TwoSentenceHorr,2023-02-11 02:51:12+00:00,0,TwoSentenceHorror112,"#Instagram Trends To Keep An Eye On For 2023

#psilocybin #foster #freechapters #lostcoin #ethdenver #horropunk… https://t.co/OgRWBqs4DZ",9,1,0,1
542,52,AnneAnton3,2023-02-11 02:50:26+00:00,0,Twitter Web App,"RT @halyapuff: #Russia tortures #CrimeanTatar political prisoner #DzhemilGafarov to death 
#Ukraine #LetMyPeopleGo #Crimea #StandWithUkrain…",22,163,10,1
543,53,rohanku67440943,2023-02-11 02:50:16+00:00,0,Twitter Web App,"RT @kaafir_indian: Please watch #exmuslim on YouTube 
@NewsNation @ZeeNews @AJEnglish @ExMuslimSameer @ExmuslimSahil @SachwalaTeam @teamsac…",0,5,23,1
544,54,planetaosasco,2023-02-11 02:50:07+00:00,0,PlanetaOsasco,Vučić: Sérvia está no centro da tensão entre o Ocidente e a Rússia - https://t.co/YXnqhGap1B #Belgrado #EUA #Kiev #Rússia #Sérvia #Ucrânia,1202,7,0,1
545,55,GhoulPanza,2023-02-11 02:49:56+00:00,0,Twitter Web App,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",3,30,27,1
560,70,Wmadall,2023-02-11 02:46:16+00:00,0,Twitter for Android,"RT @rst_like: #Zelensky says that ""#Ukraine️ cannot drive people with sticks into war like #Russia"". Please, judge his words by yourselves.…",15,88,22,1
569,79,thepotatoemoji,2023-02-11 02:45:22+00:00,1,Twitter for iPhone,"Who knew that in 2023, our “fearless leader” would be battling balloons…🎈
#Pentagon #Biden #Balloon #UFO #Trump… https://t.co/ab3HlKsFZK",11,1,0,1
571,81,JohonanG,2023-02-11 02:45:04+00:00,0,Twitter for Android,"RT @ThierryGooseBC: Yesterday we set both the lowest and highest temperatures for February 2023 worldwide.

🥶 -57.9°C in Oymyakon, Siberia,…",47,98,12,1
573,83,NaukatN,2023-02-11 02:44:42+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,13,145,10,1
577,87,XAEA129,2023-02-11 02:44:18+00:00,0,Twitter Web App,"@GeorgeSirdar Q. What do you call a Russian soldier that's had both legs blown off ?
A. Oleg !!!! 
#Russia #Putin… https://t.co/IDyxbpogr9",32,176,0,1
578,88,SaadaanT,2023-02-11 02:44:08+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,12,5,10,1
580,90,rubenrpduarte,2023-02-11 02:43:46+00:00,0,Twitter for iPhone,RT @igorsushko: CNN in #Portugal. Misspelled Zelensky's name and labeled him President of #Russia. https://t.co/ZYdDbHnVFp,5,122,66,1
582,92,pilthon666,2023-02-11 02:43:44+00:00,0,Twitter for Android,RT @JasonMBrodsky: Mind boggling. A military attaché from #Ukraine in #Iran attended the anniversary of Islamic Revolution ceremony this we…,46,106,45,1
585,95,SaadaanT,2023-02-11 02:43:08+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",12,5,27,1
594,6,Santin16Giorgio,2023-02-11 02:57:38+00:00,0,Twitter Web App,"@sandumaiamd Not ony #Russia, but Putin's little helpers #Iran regime and its friend #Armenia, who is trying to hel… https://t.co/6G4bVeejel",3,12,0,1
601,13,OlehOstrowsky,2023-02-11 02:56:23+00:00,0,Twitter for Android,RT @lesiavasylenko: 61/71 missiles #russia launched were downed by #Ukraine air defence. 6 infrastructure targets hit nonetheless. We need…,22,14,110,1
602,14,tatersngravy_71,2023-02-11 02:56:05+00:00,0,Twitter for iPhone,#Douche Nozzle and Simpleton #NYPrepper @nyprepper1 offers dumbed down “analysis” of the war. Kisses @newsklw Ass… https://t.co/MMRCvmJnRe,17,52,0,1
605,17,LaylaGorka,2023-02-11 02:55:55+00:00,0,Twitter for iPad,"RT @nexta_tv: The #US President to visit #Poland on February 20-22, White House says

Earlier, Polish authorities said they had sent Joe Bi…",28,42,44,1
606,18,MAMARTINEZNica,2023-02-11 02:55:53+00:00,0,Twitter Web App,"RT @MAMARTINEZNica: CAUSA ADMIRACIÓN DETERMINACIÓN DE #RUSSIA 

https://t.co/MDVPdybqnw

#Spain #Portugal #France #Germany #Netherlands #Be…",40,18,1,1
610,22,Santin16Giorgio,2023-02-11 02:55:25+00:00,0,Twitter Web App,"@RaufHabibov @sandumaiamd @EmmanuelMacron @NATO Macron's favorite courtesan #Armenia is #Iran regime's friend, who… https://t.co/2Zv98il0F3",3,12,0,1
622,34,JohnnyL55189795,2023-02-11 02:53:58+00:00,1,Twitter Web App,"@Paul69405499 @medialens @GeorgeMonbiot #Russia forced the Warsaw Pact on countries that didn't want it, which is w… https://t.co/fL4DitVMVc",61,12,0,1
629,41,ahlbaytrevive,2023-02-11 02:53:12+00:00,0,Twitter for iPhone,@richimedhurst #War monger #Putin: for someone who doesn't want a war he's been pretty busy. First there was… https://t.co/e8dTm1SSW8,19,26,0,1
632,44,GhoulPanza,2023-02-11 02:51:33+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",3,30,27,1
634,46,planetaosasco,2023-02-11 02:51:18+00:00,0,PlanetaOsasco,EUA afirmam que vão concluir destruição de seu arsenal de armas químicas até junho - https://t.co/8vmPeoVJxQ #brasil #EUA #Rússia,1202,7,0,1
635,47,TwoSentenceHorr,2023-02-11 02:51:12+00:00,0,TwoSentenceHorror112,"#Instagram Trends To Keep An Eye On For 2023

#psilocybin #foster #freechapters #lostcoin #ethdenver #horropunk… https://t.co/OgRWBqs4DZ",9,1,0,1
641,53,AnneAnton3,2023-02-11 02:50:26+00:00,0,Twitter Web App,"RT @halyapuff: #Russia tortures #CrimeanTatar political prisoner #DzhemilGafarov to death 
#Ukraine #LetMyPeopleGo #Crimea #StandWithUkrain…",22,163,10,1
642,54,rohanku67440943,2023-02-11 02:50:16+00:00,0,Twitter Web App,"RT @kaafir_indian: Please watch #exmuslim on YouTube 
@NewsNation @ZeeNews @AJEnglish @ExMuslimSameer @ExmuslimSahil @SachwalaTeam @teamsac…",0,5,23,1
643,55,planetaosasco,2023-02-11 02:50:07+00:00,0,PlanetaOsasco,Vučić: Sérvia está no centro da tensão entre o Ocidente e a Rússia - https://t.co/YXnqhGap1B #Belgrado #EUA #Kiev #Rússia #Sérvia #Ucrânia,1202,7,0,1
644,56,GhoulPanza,2023-02-11 02:49:56+00:00,0,Twitter Web App,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",3,30,27,1
659,71,Wmadall,2023-02-11 02:46:16+00:00,0,Twitter for Android,"RT @rst_like: #Zelensky says that ""#Ukraine️ cannot drive people with sticks into war like #Russia"". Please, judge his words by yourselves.…",15,88,22,1
668,80,thepotatoemoji,2023-02-11 02:45:22+00:00,1,Twitter for iPhone,"Who knew that in 2023, our “fearless leader” would be battling balloons…🎈
#Pentagon #Biden #Balloon #UFO #Trump… https://t.co/ab3HlKsFZK",11,1,0,1
670,82,JohonanG,2023-02-11 02:45:04+00:00,0,Twitter for Android,"RT @ThierryGooseBC: Yesterday we set both the lowest and highest temperatures for February 2023 worldwide.

🥶 -57.9°C in Oymyakon, Siberia,…",47,98,12,1
672,84,NaukatN,2023-02-11 02:44:42+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,13,145,10,1
676,88,XAEA129,2023-02-11 02:44:18+00:00,0,Twitter Web App,"@GeorgeSirdar Q. What do you call a Russian soldier that's had both legs blown off ?
A. Oleg !!!! 
#Russia #Putin… https://t.co/IDyxbpogr9",32,176,0,1
677,89,SaadaanT,2023-02-11 02:44:08+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,12,5,10,1
679,91,rubenrpduarte,2023-02-11 02:43:46+00:00,0,Twitter for iPhone,RT @igorsushko: CNN in #Portugal. Misspelled Zelensky's name and labeled him President of #Russia. https://t.co/ZYdDbHnVFp,5,122,66,1
681,93,pilthon666,2023-02-11 02:43:44+00:00,0,Twitter for Android,RT @JasonMBrodsky: Mind boggling. A military attaché from #Ukraine in #Iran attended the anniversary of Islamic Revolution ceremony this we…,46,106,45,1
684,96,SaadaanT,2023-02-11 02:43:08+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",12,5,27,1
692,6,Santin16Giorgio,2023-02-11 02:57:38+00:00,0,Twitter Web App,"@sandumaiamd Not ony #Russia, but Putin's little helpers #Iran regime and its friend #Armenia, who is trying to hel… https://t.co/6G4bVeejel",3,12,0,1
699,13,OlehOstrowsky,2023-02-11 02:56:23+00:00,0,Twitter for Android,RT @lesiavasylenko: 61/71 missiles #russia launched were downed by #Ukraine air defence. 6 infrastructure targets hit nonetheless. We need…,22,14,110,1
700,14,tatersngravy_71,2023-02-11 02:56:05+00:00,0,Twitter for iPhone,#Douche Nozzle and Simpleton #NYPrepper @nyprepper1 offers dumbed down “analysis” of the war. Kisses @newsklw Ass… https://t.co/MMRCvmJnRe,17,52,0,1
703,17,LaylaGorka,2023-02-11 02:55:55+00:00,0,Twitter for iPad,"RT @nexta_tv: The #US President to visit #Poland on February 20-22, White House says

Earlier, Polish authorities said they had sent Joe Bi…",28,42,44,1
704,18,MAMARTINEZNica,2023-02-11 02:55:53+00:00,0,Twitter Web App,"RT @MAMARTINEZNica: CAUSA ADMIRACIÓN DETERMINACIÓN DE #RUSSIA 

https://t.co/MDVPdybqnw

#Spain #Portugal #France #Germany #Netherlands #Be…",40,18,1,1
708,22,Santin16Giorgio,2023-02-11 02:55:25+00:00,0,Twitter Web App,"@RaufHabibov @sandumaiamd @EmmanuelMacron @NATO Macron's favorite courtesan #Armenia is #Iran regime's friend, who… https://t.co/2Zv98il0F3",3,12,0,1
720,34,JohnnyL55189795,2023-02-11 02:53:58+00:00,1,Twitter Web App,"@Paul69405499 @medialens @GeorgeMonbiot #Russia forced the Warsaw Pact on countries that didn't want it, which is w… https://t.co/fL4DitVMVc",61,12,0,1
727,41,ahlbaytrevive,2023-02-11 02:53:12+00:00,0,Twitter for iPhone,@richimedhurst #War monger #Putin: for someone who doesn't want a war he's been pretty busy. First there was… https://t.co/e8dTm1SSW8,19,26,0,1
730,44,GhoulPanza,2023-02-11 02:51:33+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",3,30,27,1
732,46,planetaosasco,2023-02-11 02:51:18+00:00,0,PlanetaOsasco,EUA afirmam que vão concluir destruição de seu arsenal de armas químicas até junho - https://t.co/8vmPeoVJxQ #brasil #EUA #Rússia,1202,7,0,1
733,47,TwoSentenceHorr,2023-02-11 02:51:12+00:00,0,TwoSentenceHorror112,"#Instagram Trends To Keep An Eye On For 2023

#psilocybin #foster #freechapters #lostcoin #ethdenver #horropunk… https://t.co/OgRWBqs4DZ",9,1,0,1
739,53,AnneAnton3,2023-02-11 02:50:26+00:00,0,Twitter Web App,"RT @halyapuff: #Russia tortures #CrimeanTatar political prisoner #DzhemilGafarov to death 
#Ukraine #LetMyPeopleGo #Crimea #StandWithUkrain…",22,163,10,1
740,54,rohanku67440943,2023-02-11 02:50:16+00:00,0,Twitter Web App,"RT @kaafir_indian: Please watch #exmuslim on YouTube 
@NewsNation @ZeeNews @AJEnglish @ExMuslimSameer @ExmuslimSahil @SachwalaTeam @teamsac…",0,5,23,1
741,55,planetaosasco,2023-02-11 02:50:07+00:00,0,PlanetaOsasco,Vučić: Sérvia está no centro da tensão entre o Ocidente e a Rússia - https://t.co/YXnqhGap1B #Belgrado #EUA #Kiev #Rússia #Sérvia #Ucrânia,1202,7,0,1
742,56,GhoulPanza,2023-02-11 02:49:56+00:00,0,Twitter Web App,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",3,30,27,1
757,71,Wmadall,2023-02-11 02:46:16+00:00,0,Twitter for Android,"RT @rst_like: #Zelensky says that ""#Ukraine️ cannot drive people with sticks into war like #Russia"". Please, judge his words by yourselves.…",15,88,22,1
766,80,thepotatoemoji,2023-02-11 02:45:22+00:00,1,Twitter for iPhone,"Who knew that in 2023, our “fearless leader” would be battling balloons…🎈
#Pentagon #Biden #Balloon #UFO #Trump… https://t.co/ab3HlKsFZK",11,1,0,1
768,82,JohonanG,2023-02-11 02:45:04+00:00,0,Twitter for Android,"RT @ThierryGooseBC: Yesterday we set both the lowest and highest temperatures for February 2023 worldwide.

🥶 -57.9°C in Oymyakon, Siberia,…",47,98,12,1
770,84,NaukatN,2023-02-11 02:44:42+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,13,145,10,1
774,88,XAEA129,2023-02-11 02:44:18+00:00,0,Twitter Web App,"@GeorgeSirdar Q. What do you call a Russian soldier that's had both legs blown off ?
A. Oleg !!!! 
#Russia #Putin… https://t.co/IDyxbpogr9",32,176,0,1
775,89,SaadaanT,2023-02-11 02:44:08+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,12,5,10,1
777,91,rubenrpduarte,2023-02-11 02:43:46+00:00,0,Twitter for iPhone,RT @igorsushko: CNN in #Portugal. Misspelled Zelensky's name and labeled him President of #Russia. https://t.co/ZYdDbHnVFp,5,122,66,1
779,93,pilthon666,2023-02-11 02:43:44+00:00,0,Twitter for Android,RT @JasonMBrodsky: Mind boggling. A military attaché from #Ukraine in #Iran attended the anniversary of Islamic Revolution ceremony this we…,46,106,45,1
782,96,SaadaanT,2023-02-11 02:43:08+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",12,5,27,1
790,6,Santin16Giorgio,2023-02-11 02:57:38+00:00,0,Twitter Web App,"@sandumaiamd Not ony #Russia, but Putin's little helpers #Iran regime and its friend #Armenia, who is trying to hel… https://t.co/6G4bVeejel",3,12,0,1
797,13,OlehOstrowsky,2023-02-11 02:56:23+00:00,0,Twitter for Android,RT @lesiavasylenko: 61/71 missiles #russia launched were downed by #Ukraine air defence. 6 infrastructure targets hit nonetheless. We need…,22,14,110,1
798,14,tatersngravy_71,2023-02-11 02:56:05+00:00,0,Twitter for iPhone,#Douche Nozzle and Simpleton #NYPrepper @nyprepper1 offers dumbed down “analysis” of the war. Kisses @newsklw Ass… https://t.co/MMRCvmJnRe,17,52,0,1
801,17,LaylaGorka,2023-02-11 02:55:55+00:00,0,Twitter for iPad,"RT @nexta_tv: The #US President to visit #Poland on February 20-22, White House says

Earlier, Polish authorities said they had sent Joe Bi…",28,42,44,1
802,18,MAMARTINEZNica,2023-02-11 02:55:53+00:00,0,Twitter Web App,"RT @MAMARTINEZNica: CAUSA ADMIRACIÓN DETERMINACIÓN DE #RUSSIA 

https://t.co/MDVPdybqnw

#Spain #Portugal #France #Germany #Netherlands #Be…",40,18,1,1
806,22,Santin16Giorgio,2023-02-11 02:55:25+00:00,0,Twitter Web App,"@RaufHabibov @sandumaiamd @EmmanuelMacron @NATO Macron's favorite courtesan #Armenia is #Iran regime's friend, who… https://t.co/2Zv98il0F3",3,12,0,1
818,34,JohnnyL55189795,2023-02-11 02:53:58+00:00,1,Twitter Web App,"@Paul69405499 @medialens @GeorgeMonbiot #Russia forced the Warsaw Pact on countries that didn't want it, which is w… https://t.co/fL4DitVMVc",61,12,0,1
825,41,ahlbaytrevive,2023-02-11 02:53:12+00:00,0,Twitter for iPhone,@richimedhurst #War monger #Putin: for someone who doesn't want a war he's been pretty busy. First there was… https://t.co/e8dTm1SSW8,19,26,0,1
828,44,GhoulPanza,2023-02-11 02:51:33+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",3,30,27,1
830,46,planetaosasco,2023-02-11 02:51:18+00:00,0,PlanetaOsasco,EUA afirmam que vão concluir destruição de seu arsenal de armas químicas até junho - https://t.co/8vmPeoVJxQ #brasil #EUA #Rússia,1202,7,0,1
831,47,TwoSentenceHorr,2023-02-11 02:51:12+00:00,0,TwoSentenceHorror112,"#Instagram Trends To Keep An Eye On For 2023

#psilocybin #foster #freechapters #lostcoin #ethdenver #horropunk… https://t.co/OgRWBqs4DZ",9,1,0,1
837,53,AnneAnton3,2023-02-11 02:50:26+00:00,0,Twitter Web App,"RT @halyapuff: #Russia tortures #CrimeanTatar political prisoner #DzhemilGafarov to death 
#Ukraine #LetMyPeopleGo #Crimea #StandWithUkrain…",22,163,10,1
838,54,rohanku67440943,2023-02-11 02:50:16+00:00,0,Twitter Web App,"RT @kaafir_indian: Please watch #exmuslim on YouTube 
@NewsNation @ZeeNews @AJEnglish @ExMuslimSameer @ExmuslimSahil @SachwalaTeam @teamsac…",0,5,23,1
